Date,Close
03/09/2021 16:00:00,411.31
10/09/2021 16:00:00,403.48
17/09/2021 16:00:00,391.46
24/09/2021 16:00:00,390.85
01/10/2021 16:00:00,380
08/10/2021 16:00:00,392.81
15/10/2021 16:00:00,406.07
22/10/2021 16:00:00,414.32
29/10/2021 16:00:00,413.35
05/11/2021 16:00:00,407.08
12/11/2021 16:00:00,404.91
19/11/2021 16:00:00,387.39
26/11/2021 13:00:00,389.39
03/12/2021 16:00:00,382.73
10/12/2021 16:00:00,391.06
17/12/2021 16:00:00,381.8
23/12/2021 16:00:00,385.04
31/12/2021 16:00:00,382.55
07/01/2022 16:00:00,397.51
14/01/2022 16:00:00,380.94
21/01/2022 16:00:00,343.91
28/01/2022 16:00:00,347.01
04/02/2022 16:00:00,367.6
11/02/2022 16:00:00,363.06
18/02/2022 16:00:00,346.04
25/02/2022 16:00:00,350.12
04/03/2022 16:00:00,329.67
11/03/2022 16:00:00,327
18/03/2022 16:00:00,345.38
25/03/2022 16:00:00,337.49
01/04/2022 16:00:00,330.22
08/04/2022 16:00:00,321.39
14/04/2022 16:00:00,321.64
22/04/2022 16:00:00,319.77
29/04/2022 16:00:00,305.49
06/05/2022 16:00:00,312.96
13/05/2022 16:00:00,306.99
20/05/2022 16:00:00,306.8
27/05/2022 16:00:00,328.58
03/06/2022 16:00:00,318.68
10/06/2022 16:00:00,287.02
17/06/2022 16:00:00,279.79
24/06/2022 16:00:00,302.75
01/07/2022 16:00:00,299.23
08/07/2022 16:00:00,296.47
15/07/2022 16:00:00,293.87
22/07/2022 16:00:00,323.93
29/07/2022 16:00:00,333.39
05/08/2022 16:00:00,334.67
12/08/2022 16:00:00,353.82
19/08/2022 16:00:00,349.27
26/08/2022 16:00:00,336.4
02/09/2022 16:00:00,331.48
09/09/2022 16:00:00,340.1
16/09/2022 16:00:00,326.21
23/09/2022 16:00:00,301.97
30/09/2022 16:00:00,293.05
07/10/2022 16:00:00,301.08
14/10/2022 16:00:00,299.99
21/10/2022 16:00:00,325.1
28/10/2022 16:00:00,341.82
04/11/2022 16:00:00,357.91
11/11/2022 16:00:00,385.17
18/11/2022 16:00:00,379.2
25/11/2022 13:00:00,388.86
02/12/2022 16:00:00,380.58
09/12/2022 16:00:00,359.14
16/12/2022 16:00:00,346.35
23/12/2022 16:00:00,345.51
30/12/2022 16:00:00,343.38
06/01/2023 16:00:00,348.08
13/01/2023 16:00:00,374
20/01/2023 16:00:00,341.84
27/01/2023 16:00:00,353.7
03/02/2023 16:00:00,369.95
10/02/2023 16:00:00,371.28
17/02/2023 16:00:00,368.5
24/02/2023 16:00:00,363.85
03/03/2023 16:00:00,357.09
10/03/2023 16:00:00,327.67
17/03/2023 16:00:00,303.54
24/03/2023 16:00:00,312.57
31/03/2023 16:00:00,327.11
06/04/2023 16:00:00,322.4
14/04/2023 16:00:00,336.92
21/04/2023 16:00:00,341.66
28/04/2023 16:00:00,343.44
05/05/2023 16:00:00,327.02
12/05/2023 16:00:00,319.5
19/05/2023 16:00:00,326.15
26/05/2023 16:00:00,332.01
02/06/2023 16:00:00,323.65
09/06/2023 16:00:00,336.02
16/06/2023 16:00:00,338.31
23/06/2023 16:00:00,314.71
30/06/2023 16:00:00,322.54
07/07/2023 16:00:00,315.17
14/07/2023 16:00:00,326.19
21/07/2023 16:00:00,351.96
28/07/2023 16:00:00,353.23
04/08/2023 16:00:00,353.22
11/08/2023 16:00:00,340.73
18/08/2023 16:00:00,324.93
25/08/2023 16:00:00,320.15
01/09/2023 16:00:00,327.4
08/09/2023 16:00:00,325.52
15/09/2023 16:00:00,342.54
22/09/2023 16:00:00,327.89
29/09/2023 16:00:00,323.57
06/10/2023 16:00:00,312.48
13/10/2023 16:00:00,309.3
20/10/2023 16:00:00,300.05
27/10/2023 16:00:00,289.91
03/11/2023 16:00:00,327.62
10/11/2023 16:00:00,325.51
17/11/2023 16:00:00,339.19
24/11/2023 13:00:00,339.15
01/12/2023 16:00:00,348.43
08/12/2023 16:00:00,350.83
